Timestamp,Rain Rate,Solar Radiation Sensor,Thermometer
2018-07-19 10:00:00,0.000000,91.4000,77.22333
2018-07-19 11:00:00,0.000000,145.7667,77.44167
2018-07-19 12:00:00,0.000000,410.9322,78.86271
2018-07-19 13:00:00,0.000000,563.1833,81.30000
2018-07-19 14:00:00,0.000000,740.0536,84.01250
2018-07-19 15:00:00,0.000000,730.5167,86.13333
2018-07-19 16:00:00,0.000000,270.2500,86.75500
2018-07-19 17:00:00,0.000000,87.1356,83.69492
2018-07-19 18:00:00,0.000000,41.7288,82.45932
2018-07-19 19:00:00,0.000000,15.1754,81.55088
2018-07-19 20:00:00,0.000000,1.7667,80.84500
2018-07-19 21:00:00,0.000000,0.0000,78.91525
2018-07-19 22:00:00,0.000000,0.0000,77.90667
2018-07-19 23:00:00,0.013898,0.0000,77.71525
2018-07-20 00:00:00,0.025000,0.0000,77.10167
2018-07-20 01:00:00,0.008136,0.0000,76.41864
2018-07-20 02:00:00,0.003333,0.0000,76.56500
2018-07-20 03:00:00,0.000000,0.0000,76.66333
2018-07-20 04:00:00,0.000000,0.0000,76.71552
2018-07-20 05:00:00,0.000000,0.0000,76.48983
2018-07-20 06:00:00,0.000000,1.0333,76.17500
2018-07-20 07:00:00,0.000000,31.9333,76.28667
2018-07-20 08:00:00,0.000000,186.2542,77.31864
2018-07-20 09:00:00,0.000000,252.4310,80.31207
2018-07-20 10:00:00,0.000000,422.4333,81.92333
2018-07-20 11:00:00,0.000000,738.2034,85.61186
2018-07-20 12:00:00,0.000000,729.3559,85.36271
2018-07-20 13:00:00,0.000000,476.5833,85.64333
2018-07-20 14:00:00,0.000000,261.7586,79.44310
2018-07-20 15:00:00,0.000000,274.5254,79.84576
2018-07-20 16:00:00,0.000000,407.1667,81.51833
2018-07-20 17:00:00,0.000000,505.0667,83.49833
2018-07-20 18:00:00,0.000000,255.3390,84.48136
2018-07-20 19:00:00,0.000000,108.4915,83.82881
2018-07-20 20:00:00,0.000000,15.6333,83.14833
2018-07-20 21:00:00,0.000000,0.0000,81.63966
2018-07-20 22:00:00,0.000000,0.0000,80.23051
2018-07-20 23:00:00,0.000000,0.0000,79.58793
2018-07-21 00:00:00,0.000000,0.0000,79.08500
2018-07-21 01:00:00,0.000000,0.0000,78.29000
2018-07-21 02:00:00,0.000000,0.0000,77.65833
2018-07-21 03:00:00,0.000000,0.0000,77.39833
2018-07-21 04:00:00,0.000000,0.0000,77.06667
2018-07-21 05:00:00,0.000000,0.0000,76.54000
2018-07-21 06:00:00,0.000000,1.3559,75.96102
2018-07-21 07:00:00,0.000000,55.2667,75.88667
2018-07-21 08:00:00,0.000000,195.1525,78.24068
2018-07-21 09:00:00,0.000000,360.9667,83.21667
2018-07-21 10:00:00,0.000000,478.5172,86.83966
2018-07-21 11:00:00,0.000000,519.7759,88.66379
2018-07-21 12:00:00,0.000000,287.8793,88.93621
2018-07-21 13:00:00,1.058833,11.8167,82.19833
2018-07-21 14:00:00,0.161333,11.1000,73.50833
2018-07-21 15:00:00,0.000000,60.5932,73.26271
2018-07-21 16:00:00,0.000000,284.8475,74.16271
2018-07-21 17:00:00,0.000000,356.5833,77.03167
2018-07-21 18:00:00,0.000000,245.4310,79.23276
2018-07-21 19:00:00,0.000000,104.5500,80.46333
2018-07-21 20:00:00,0.000000,16.7833,81.01833
2018-07-21 21:00:00,0.000000,0.0000,80.02456
2018-07-21 22:00:00,0.000000,0.0000,79.27500
2018-07-21 23:00:00,0.038364,0.0000,79.62545
2018-07-22 00:00:00,0.247241,0.0000,73.54483
2018-07-22 01:00:00,0.000000,0.0000,73.83833
2018-07-22 02:00:00,0.000000,0.0000,74.66167
2018-07-22 03:00:00,0.000000,0.0000,75.31500
2018-07-22 04:00:00,0.000000,0.0000,79.01186
2018-07-22 05:00:00,0.000000,0.0000,80.81667
2018-07-22 06:00:00,0.000000,2.1695,81.01356
2018-07-22 07:00:00,0.000000,51.2881,81.37627
2018-07-22 08:00:00,0.000000,171.7500,83.08833
2018-07-22 09:00:00,0.000000,359.3167,85.34667
2018-07-22 10:00:00,0.000000,374.8305,87.04237
2018-07-22 11:00:00,0.000000,552.8966,88.33621
2018-07-22 12:00:00,0.000000,760.3729,90.49831
